"Region","region","Tid","Alder","ledige"
"31300","4649","Stad","2003M04","15-29",NA
"31301","4649","Stad","2003M05","15-29",NA
"31302","4649","Stad","2003M06","15-29",NA
"31303","4649","Stad","2003M07","15-29",NA
"31304","4649","Stad","2003M08","15-29",NA
"31305","4649","Stad","2003M09","15-29",NA
"31306","4649","Stad","2003M10","15-29",NA
"31307","4649","Stad","2003M11","15-29",NA
"31308","4649","Stad","2003M12","15-29",NA
"31309","4649","Stad","2004M01","15-29",NA
"31310","4649","Stad","2004M02","15-29",NA
"31311","4649","Stad","2004M03","15-29",NA
"31312","4649","Stad","2004M04","15-29",NA
"31313","4649","Stad","2004M05","15-29",NA
"31314","4649","Stad","2004M06","15-29",NA
"31315","4649","Stad","2004M07","15-29",NA
"31316","4649","Stad","2004M08","15-29",NA
"31317","4649","Stad","2004M09","15-29",NA
"31318","4649","Stad","2004M10","15-29",NA
"31319","4649","Stad","2004M11","15-29",NA
"31320","4649","Stad","2004M12","15-29",NA
"31321","4649","Stad","2005M01","15-29",NA
"31322","4649","Stad","2005M02","15-29",NA
"31323","4649","Stad","2005M03","15-29",NA
"31324","4649","Stad","2005M04","15-29",NA
"31325","4649","Stad","2005M05","15-29",NA
"31326","4649","Stad","2005M06","15-29",NA
"31327","4649","Stad","2005M07","15-29",NA
"31328","4649","Stad","2005M08","15-29",NA
"31329","4649","Stad","2005M09","15-29",NA
"31330","4649","Stad","2005M10","15-29",NA
"31331","4649","Stad","2005M11","15-29",NA
"31332","4649","Stad","2005M12","15-29",NA
"31333","4649","Stad","2006M01","15-29",NA
"31334","4649","Stad","2006M02","15-29",NA
"31335","4649","Stad","2006M03","15-29",NA
"31336","4649","Stad","2006M04","15-29",NA
"31337","4649","Stad","2006M05","15-29",NA
"31338","4649","Stad","2006M06","15-29",NA
"31339","4649","Stad","2006M07","15-29",NA
"31340","4649","Stad","2006M08","15-29",NA
"31341","4649","Stad","2006M09","15-29",NA
"31342","4649","Stad","2006M10","15-29",NA
"31343","4649","Stad","2006M11","15-29",NA
"31344","4649","Stad","2006M12","15-29",NA
"31345","4649","Stad","2007M01","15-29",NA
"31346","4649","Stad","2007M02","15-29",NA
"31347","4649","Stad","2007M03","15-29",NA
"31348","4649","Stad","2007M04","15-29",NA
"31349","4649","Stad","2007M05","15-29",NA
"31350","4649","Stad","2007M06","15-29",NA
"31351","4649","Stad","2007M07","15-29",NA
"31352","4649","Stad","2007M08","15-29",NA
"31353","4649","Stad","2007M09","15-29",NA
"31354","4649","Stad","2007M10","15-29",NA
"31355","4649","Stad","2007M11","15-29",NA
"31356","4649","Stad","2007M12","15-29",NA
"31357","4649","Stad","2008M01","15-29",NA
"31358","4649","Stad","2008M02","15-29",NA
"31359","4649","Stad","2008M03","15-29",NA
"31360","4649","Stad","2008M04","15-29",NA
"31361","4649","Stad","2008M05","15-29",NA
"31362","4649","Stad","2008M06","15-29",NA
"31363","4649","Stad","2008M07","15-29",NA
"31364","4649","Stad","2008M08","15-29",NA
"31365","4649","Stad","2008M09","15-29",NA
"31366","4649","Stad","2008M10","15-29",NA
"31367","4649","Stad","2008M11","15-29",NA
"31368","4649","Stad","2008M12","15-29",NA
"31369","4649","Stad","2009M01","15-29",NA
"31370","4649","Stad","2009M02","15-29",NA
"31371","4649","Stad","2009M03","15-29",NA
"31372","4649","Stad","2009M04","15-29",NA
"31373","4649","Stad","2009M05","15-29",NA
"31374","4649","Stad","2009M06","15-29",NA
"31375","4649","Stad","2009M07","15-29",NA
"31376","4649","Stad","2009M08","15-29",NA
"31377","4649","Stad","2009M09","15-29",NA
"31378","4649","Stad","2009M10","15-29",NA
"31379","4649","Stad","2009M11","15-29",NA
"31380","4649","Stad","2009M12","15-29",NA
"31381","4649","Stad","2010M01","15-29",NA
"31382","4649","Stad","2010M02","15-29",NA
"31383","4649","Stad","2010M03","15-29",NA
"31384","4649","Stad","2010M04","15-29",NA
"31385","4649","Stad","2010M05","15-29",NA
"31386","4649","Stad","2010M06","15-29",NA
"31387","4649","Stad","2010M07","15-29",NA
"31388","4649","Stad","2010M08","15-29",NA
"31389","4649","Stad","2010M09","15-29",NA
"31390","4649","Stad","2010M10","15-29",NA
"31391","4649","Stad","2010M11","15-29",NA
"31392","4649","Stad","2010M12","15-29",NA
"31393","4649","Stad","1999M01","30-74",NA
"31394","4649","Stad","1999M02","30-74",NA
"31395","4649","Stad","1999M03","30-74",NA
"31396","4649","Stad","1999M04","30-74",NA
"31397","4649","Stad","1999M05","30-74",NA
"31398","4649","Stad","1999M06","30-74",NA
"31399","4649","Stad","1999M07","30-74",NA
"31400","4649","Stad","1999M08","30-74",NA
"31401","4649","Stad","1999M09","30-74",NA
"31402","4649","Stad","1999M10","30-74",NA
"31403","4649","Stad","1999M11","30-74",NA
"31404","4649","Stad","1999M12","30-74",NA
"31405","4649","Stad","2000M01","30-74",NA
"31406","4649","Stad","2000M02","30-74",NA
"31407","4649","Stad","2000M03","30-74",NA
"31408","4649","Stad","2000M04","30-74",NA
"31409","4649","Stad","2000M05","30-74",NA
"31410","4649","Stad","2000M06","30-74",NA
"31411","4649","Stad","2000M07","30-74",NA
"31412","4649","Stad","2000M08","30-74",NA
"31413","4649","Stad","2000M09","30-74",NA
"31414","4649","Stad","2000M10","30-74",NA
"31415","4649","Stad","2000M11","30-74",NA
"31416","4649","Stad","2000M12","30-74",NA
"31417","4649","Stad","2001M01","30-74",NA
"31418","4649","Stad","2001M02","30-74",NA
"31419","4649","Stad","2001M03","30-74",NA
"31420","4649","Stad","2001M04","30-74",NA
"31421","4649","Stad","2001M05","30-74",NA
"31422","4649","Stad","2001M06","30-74",NA
"31423","4649","Stad","2001M07","30-74",NA
"31424","4649","Stad","2001M08","30-74",NA
"31425","4649","Stad","2001M09","30-74",NA
"31426","4649","Stad","2001M10","30-74",NA
"31427","4649","Stad","2001M11","30-74",NA
"31428","4649","Stad","2001M12","30-74",NA
"31429","4649","Stad","2002M01","30-74",NA
"31430","4649","Stad","2002M02","30-74",NA
"31431","4649","Stad","2002M03","30-74",NA
"31432","4649","Stad","2002M04","30-74",NA
"31433","4649","Stad","2002M05","30-74",NA
"31434","4649","Stad","2002M06","30-74",NA
"31435","4649","Stad","2002M07","30-74",NA
"31436","4649","Stad","2002M08","30-74",NA
"31437","4649","Stad","2002M09","30-74",NA
"31438","4649","Stad","2002M10","30-74",NA
"31439","4649","Stad","2002M11","30-74",NA
"31440","4649","Stad","2002M12","30-74",NA
"31441","4649","Stad","2003M01","30-74",NA
"31442","4649","Stad","2003M02","30-74",NA
"31443","4649","Stad","2003M03","30-74",NA
"31444","4649","Stad","2003M04","30-74",NA
"31445","4649","Stad","2003M05","30-74",NA
"31446","4649","Stad","2003M06","30-74",NA
"31447","4649","Stad","2003M07","30-74",NA
"31448","4649","Stad","2003M08","30-74",NA
"31449","4649","Stad","2003M09","30-74",NA
"31450","4649","Stad","2003M10","30-74",NA
"31451","4649","Stad","2003M11","30-74",NA
"31452","4649","Stad","2003M12","30-74",NA
"31453","4649","Stad","2004M01","30-74",NA
"31454","4649","Stad","2004M02","30-74",NA
"31455","4649","Stad","2004M03","30-74",NA
"31456","4649","Stad","2004M04","30-74",NA
"31457","4649","Stad","2004M05","30-74",NA
"31458","4649","Stad","2004M06","30-74",NA
"31459","4649","Stad","2004M07","30-74",NA
"31460","4649","Stad","2004M08","30-74",NA
"31461","4649","Stad","2004M09","30-74",NA
"31462","4649","Stad","2004M10","30-74",NA
"31463","4649","Stad","2004M11","30-74",NA
"31464","4649","Stad","2004M12","30-74",NA
"31465","4649","Stad","2005M01","30-74",NA
"31466","4649","Stad","2005M02","30-74",NA
"31467","4649","Stad","2005M03","30-74",NA
"31468","4649","Stad","2005M04","30-74",NA
"31469","4649","Stad","2005M05","30-74",NA
"31470","4649","Stad","2005M06","30-74",NA
"31471","4649","Stad","2005M07","30-74",NA
"31472","4649","Stad","2005M08","30-74",NA
"31473","4649","Stad","2005M09","30-74",NA
"31474","4649","Stad","2005M10","30-74",NA
"31475","4649","Stad","2005M11","30-74",NA
"31476","4649","Stad","2005M12","30-74",NA
"31477","4649","Stad","2006M01","30-74",NA
"31478","4649","Stad","2006M02","30-74",NA
"31479","4649","Stad","2006M03","30-74",NA
"31480","4649","Stad","2006M04","30-74",NA
"31481","4649","Stad","2006M05","30-74",NA
"31482","4649","Stad","2006M06","30-74",NA
"31483","4649","Stad","2006M07","30-74",NA
"31484","4649","Stad","2006M08","30-74",NA
"31485","4649","Stad","2006M09","30-74",NA
"31486","4649","Stad","2006M10","30-74",NA
"31487","4649","Stad","2006M11","30-74",NA
"31488","4649","Stad","2006M12","30-74",NA
"31489","4649","Stad","2007M01","30-74",NA
"31490","4649","Stad","2007M02","30-74",NA
"31491","4649","Stad","2007M03","30-74",NA
"31492","4649","Stad","2007M04","30-74",NA
"31493","4649","Stad","2007M05","30-74",NA
"31494","4649","Stad","2007M06","30-74",NA
"31495","4649","Stad","2007M07","30-74",NA
"31496","4649","Stad","2007M08","30-74",NA
"31497","4649","Stad","2007M09","30-74",NA
"31498","4649","Stad","2007M10","30-74",NA
"31499","4649","Stad","2007M11","30-74",NA
"31500","4649","Stad","2007M12","30-74",NA
"31501","4649","Stad","2008M01","30-74",NA
"31502","4649","Stad","2008M02","30-74",NA
"31503","4649","Stad","2008M03","30-74",NA
"31504","4649","Stad","2008M04","30-74",NA
"31505","4649","Stad","2008M05","30-74",NA
"31506","4649","Stad","2008M06","30-74",NA
"31507","4649","Stad","2008M07","30-74",NA
"31508","4649","Stad","2008M08","30-74",NA
"31509","4649","Stad","2008M09","30-74",NA
"31510","4649","Stad","2008M10","30-74",NA
"31511","4649","Stad","2008M11","30-74",NA
"31512","4649","Stad","2008M12","30-74",NA
"31513","4649","Stad","2009M01","30-74",NA
"31514","4649","Stad","2009M02","30-74",NA
"31515","4649","Stad","2009M03","30-74",NA
"31516","4649","Stad","2009M04","30-74",NA
"31517","4649","Stad","2009M05","30-74",NA
"31518","4649","Stad","2009M06","30-74",NA
"31519","4649","Stad","2009M07","30-74",NA
"31520","4649","Stad","2009M08","30-74",NA
"31521","4649","Stad","2009M09","30-74",NA
"31522","4649","Stad","2009M10","30-74",NA
"31523","4649","Stad","2009M11","30-74",NA
"31524","4649","Stad","2009M12","30-74",NA
"31525","4649","Stad","2010M01","30-74",NA
"31526","4649","Stad","2010M02","30-74",NA
"31527","4649","Stad","2010M03","30-74",NA
"31528","4649","Stad","2010M04","30-74",NA
"31529","4649","Stad","2010M05","30-74",NA
"31530","4649","Stad","2010M06","30-74",NA
"31531","4649","Stad","2010M07","30-74",NA
"31532","4649","Stad","2010M08","30-74",NA
"31533","4649","Stad","2010M09","30-74",NA
"31534","4649","Stad","2010M10","30-74",NA
"31535","4649","Stad","2010M11","30-74",NA
"31536","4649","Stad","2010M12","30-74",NA
"31537","4650","Gloppen","1999M01","15-74",NA
"31538","4650","Gloppen","1999M02","15-74",NA
"31539","4650","Gloppen","1999M03","15-74",NA
"31540","4650","Gloppen","1999M04","15-74",NA
"31541","4650","Gloppen","1999M05","15-74",NA
"31542","4650","Gloppen","1999M06","15-74",NA
"31543","4650","Gloppen","1999M07","15-74",NA
"31544","4650","Gloppen","1999M08","15-74",NA
"31545","4650","Gloppen","1999M09","15-74",NA
"31546","4650","Gloppen","1999M10","15-74",NA
"31547","4650","Gloppen","1999M11","15-74",NA
"31548","4650","Gloppen","1999M12","15-74",NA
"31549","4650","Gloppen","2000M01","15-74",NA
"31550","4650","Gloppen","2000M02","15-74",NA
"31551","4650","Gloppen","2000M03","15-74",NA
"31552","4650","Gloppen","2000M04","15-74",NA
"31553","4650","Gloppen","2000M05","15-74",NA
"31554","4650","Gloppen","2000M06","15-74",NA
"31555","4650","Gloppen","2000M07","15-74",NA
"31556","4650","Gloppen","2000M08","15-74",NA
"31557","4650","Gloppen","2000M09","15-74",NA
"31558","4650","Gloppen","2000M10","15-74",NA
"31559","4650","Gloppen","2000M11","15-74",NA
"31560","4650","Gloppen","2000M12","15-74",NA
"31561","4650","Gloppen","2001M01","15-74",NA
"31562","4650","Gloppen","2001M02","15-74",NA
"31563","4650","Gloppen","2001M03","15-74",NA
"31564","4650","Gloppen","2001M04","15-74",NA
"31565","4650","Gloppen","2001M05","15-74",NA
"31566","4650","Gloppen","2001M06","15-74",NA
"31567","4650","Gloppen","2001M07","15-74",NA
"31568","4650","Gloppen","2001M08","15-74",NA
"31569","4650","Gloppen","2001M09","15-74",NA
"31570","4650","Gloppen","2001M10","15-74",NA
"31571","4650","Gloppen","2001M11","15-74",NA
"31572","4650","Gloppen","2001M12","15-74",NA
"31573","4650","Gloppen","2002M01","15-74",NA
"31574","4650","Gloppen","2002M02","15-74",NA
"31575","4650","Gloppen","2002M03","15-74",NA
"31576","4650","Gloppen","2002M04","15-74",NA
"31577","4650","Gloppen","2002M05","15-74",NA
"31578","4650","Gloppen","2002M06","15-74",NA
"31579","4650","Gloppen","2002M07","15-74",NA
"31580","4650","Gloppen","2002M08","15-74",NA
"31581","4650","Gloppen","2002M09","15-74",NA
"31582","4650","Gloppen","2002M10","15-74",NA
"31583","4650","Gloppen","2002M11","15-74",NA
"31584","4650","Gloppen","2002M12","15-74",NA
"31585","4650","Gloppen","2003M01","15-74",NA
"31586","4650","Gloppen","2003M02","15-74",NA
"31587","4650","Gloppen","2003M03","15-74",NA
"31588","4650","Gloppen","2003M04","15-74",NA
"31589","4650","Gloppen","2003M05","15-74",NA
"31590","4650","Gloppen","2003M06","15-74",NA
"31591","4650","Gloppen","2003M07","15-74",NA
"31592","4650","Gloppen","2003M08","15-74",NA
"31593","4650","Gloppen","2003M09","15-74",NA
"31594","4650","Gloppen","2003M10","15-74",NA
"31595","4650","Gloppen","2003M11","15-74",NA
"31596","4650","Gloppen","2003M12","15-74",NA
"31597","4650","Gloppen","2004M01","15-74",NA
"31598","4650","Gloppen","2004M02","15-74",NA
"31599","4650","Gloppen","2004M03","15-74",NA
"31600","4650","Gloppen","2004M04","15-74",NA
"31601","4650","Gloppen","2004M05","15-74",NA
"31602","4650","Gloppen","2004M06","15-74",NA
"31603","4650","Gloppen","2004M07","15-74",NA
"31604","4650","Gloppen","2004M08","15-74",NA
"31605","4650","Gloppen","2004M09","15-74",NA
"31606","4650","Gloppen","2004M10","15-74",NA
"31607","4650","Gloppen","2004M11","15-74",NA
"31608","4650","Gloppen","2004M12","15-74",NA
"31609","4650","Gloppen","2005M01","15-74",NA
"31610","4650","Gloppen","2005M02","15-74",NA
"31611","4650","Gloppen","2005M03","15-74",NA
"31612","4650","Gloppen","2005M04","15-74",NA
"31613","4650","Gloppen","2005M05","15-74",NA
"31614","4650","Gloppen","2005M06","15-74",NA
"31615","4650","Gloppen","2005M07","15-74",NA
"31616","4650","Gloppen","2005M08","15-74",NA
"31617","4650","Gloppen","2005M09","15-74",NA
"31618","4650","Gloppen","2005M10","15-74",NA
"31619","4650","Gloppen","2005M11","15-74",NA
"31620","4650","Gloppen","2005M12","15-74",NA
"31621","4650","Gloppen","2006M01","15-74",NA
"31622","4650","Gloppen","2006M02","15-74",NA
"31623","4650","Gloppen","2006M03","15-74",NA
"31624","4650","Gloppen","2006M04","15-74",NA
"31625","4650","Gloppen","2006M05","15-74",NA
"31626","4650","Gloppen","2006M06","15-74",NA
"31627","4650","Gloppen","2006M07","15-74",NA
"31628","4650","Gloppen","2006M08","15-74",NA
"31629","4650","Gloppen","2006M09","15-74",NA
"31630","4650","Gloppen","2006M10","15-74",NA
"31631","4650","Gloppen","2006M11","15-74",NA
"31632","4650","Gloppen","2006M12","15-74",NA
"31633","4650","Gloppen","2007M01","15-74",NA
"31634","4650","Gloppen","2007M02","15-74",NA
"31635","4650","Gloppen","2007M03","15-74",NA
"31636","4650","Gloppen","2007M04","15-74",NA
"31637","4650","Gloppen","2007M05","15-74",NA
"31638","4650","Gloppen","2007M06","15-74",NA
"31639","4650","Gloppen","2007M07","15-74",NA
"31640","4650","Gloppen","2007M08","15-74",NA
"31641","4650","Gloppen","2007M09","15-74",NA
"31642","4650","Gloppen","2007M10","15-74",NA
"31643","4650","Gloppen","2007M11","15-74",NA
"31644","4650","Gloppen","2007M12","15-74",NA
"31645","4650","Gloppen","2008M01","15-74",NA
"31646","4650","Gloppen","2008M02","15-74",NA
"31647","4650","Gloppen","2008M03","15-74",NA
"31648","4650","Gloppen","2008M04","15-74",NA
"31649","4650","Gloppen","2008M05","15-74",NA
"31650","4650","Gloppen","2008M06","15-74",NA
"31651","4650","Gloppen","2008M07","15-74",NA
"31652","4650","Gloppen","2008M08","15-74",NA
"31653","4650","Gloppen","2008M09","15-74",NA
"31654","4650","Gloppen","2008M10","15-74",NA
"31655","4650","Gloppen","2008M11","15-74",NA
"31656","4650","Gloppen","2008M12","15-74",NA
"31657","4650","Gloppen","2009M01","15-74",NA
"31658","4650","Gloppen","2009M02","15-74",NA
"31659","4650","Gloppen","2009M03","15-74",NA
"31660","4650","Gloppen","2009M04","15-74",NA
"31661","4650","Gloppen","2009M05","15-74",NA
"31662","4650","Gloppen","2009M06","15-74",NA
"31663","4650","Gloppen","2009M07","15-74",NA
"31664","4650","Gloppen","2009M08","15-74",NA
"31665","4650","Gloppen","2009M09","15-74",NA
"31666","4650","Gloppen","2009M10","15-74",NA
"31667","4650","Gloppen","2009M11","15-74",NA
"31668","4650","Gloppen","2009M12","15-74",NA
"31669","4650","Gloppen","2010M01","15-74",NA
"31670","4650","Gloppen","2010M02","15-74",NA
"31671","4650","Gloppen","2010M03","15-74",NA
"31672","4650","Gloppen","2010M04","15-74",NA
"31673","4650","Gloppen","2010M05","15-74",NA
"31674","4650","Gloppen","2010M06","15-74",NA
"31675","4650","Gloppen","2010M07","15-74",NA
"31676","4650","Gloppen","2010M08","15-74",NA
"31677","4650","Gloppen","2010M09","15-74",NA
"31678","4650","Gloppen","2010M10","15-74",NA
"31679","4650","Gloppen","2010M11","15-74",NA
"31680","4650","Gloppen","2010M12","15-74",NA
"31681","4650","Gloppen","1999M01","15-29",NA
"31682","4650","Gloppen","1999M02","15-29",NA
"31683","4650","Gloppen","1999M03","15-29",NA
"31684","4650","Gloppen","1999M04","15-29",NA
"31685","4650","Gloppen","1999M05","15-29",NA
"31686","4650","Gloppen","1999M06","15-29",NA
"31687","4650","Gloppen","1999M07","15-29",NA
"31688","4650","Gloppen","1999M08","15-29",NA
"31689","4650","Gloppen","1999M09","15-29",NA
"31690","4650","Gloppen","1999M10","15-29",NA
"31691","4650","Gloppen","1999M11","15-29",NA
"31692","4650","Gloppen","1999M12","15-29",NA
"31693","4650","Gloppen","2000M01","15-29",NA
"31694","4650","Gloppen","2000M02","15-29",NA
"31695","4650","Gloppen","2000M03","15-29",NA
"31696","4650","Gloppen","2000M04","15-29",NA
"31697","4650","Gloppen","2000M05","15-29",NA
"31698","4650","Gloppen","2000M06","15-29",NA
"31699","4650","Gloppen","2000M07","15-29",NA
"31700","4650","Gloppen","2000M08","15-29",NA
"31701","4650","Gloppen","2000M09","15-29",NA
"31702","4650","Gloppen","2000M10","15-29",NA
"31703","4650","Gloppen","2000M11","15-29",NA
"31704","4650","Gloppen","2000M12","15-29",NA
"31705","4650","Gloppen","2001M01","15-29",NA
"31706","4650","Gloppen","2001M02","15-29",NA
"31707","4650","Gloppen","2001M03","15-29",NA
"31708","4650","Gloppen","2001M04","15-29",NA
"31709","4650","Gloppen","2001M05","15-29",NA
"31710","4650","Gloppen","2001M06","15-29",NA
"31711","4650","Gloppen","2001M07","15-29",NA
"31712","4650","Gloppen","2001M08","15-29",NA
"31713","4650","Gloppen","2001M09","15-29",NA
"31714","4650","Gloppen","2001M10","15-29",NA
"31715","4650","Gloppen","2001M11","15-29",NA
"31716","4650","Gloppen","2001M12","15-29",NA
"31717","4650","Gloppen","2002M01","15-29",NA
"31718","4650","Gloppen","2002M02","15-29",NA
"31719","4650","Gloppen","2002M03","15-29",NA
"31720","4650","Gloppen","2002M04","15-29",NA
"31721","4650","Gloppen","2002M05","15-29",NA
"31722","4650","Gloppen","2002M06","15-29",NA
"31723","4650","Gloppen","2002M07","15-29",NA
"31724","4650","Gloppen","2002M08","15-29",NA
"31725","4650","Gloppen","2002M09","15-29",NA
"31726","4650","Gloppen","2002M10","15-29",NA
"31727","4650","Gloppen","2002M11","15-29",NA
"31728","4650","Gloppen","2002M12","15-29",NA
"31729","4650","Gloppen","2003M01","15-29",NA
"31730","4650","Gloppen","2003M02","15-29",NA
"31731","4650","Gloppen","2003M03","15-29",NA
"31732","4650","Gloppen","2003M04","15-29",NA
"31733","4650","Gloppen","2003M05","15-29",NA
"31734","4650","Gloppen","2003M06","15-29",NA
"31735","4650","Gloppen","2003M07","15-29",NA
"31736","4650","Gloppen","2003M08","15-29",NA
"31737","4650","Gloppen","2003M09","15-29",NA
"31738","4650","Gloppen","2003M10","15-29",NA
"31739","4650","Gloppen","2003M11","15-29",NA
"31740","4650","Gloppen","2003M12","15-29",NA
"31741","4650","Gloppen","2004M01","15-29",NA
"31742","4650","Gloppen","2004M02","15-29",NA
"31743","4650","Gloppen","2004M03","15-29",NA
"31744","4650","Gloppen","2004M04","15-29",NA
"31745","4650","Gloppen","2004M05","15-29",NA
"31746","4650","Gloppen","2004M06","15-29",NA
"31747","4650","Gloppen","2004M07","15-29",NA
"31748","4650","Gloppen","2004M08","15-29",NA
"31749","4650","Gloppen","2004M09","15-29",NA
"31750","4650","Gloppen","2004M10","15-29",NA
"31751","4650","Gloppen","2004M11","15-29",NA
"31752","4650","Gloppen","2004M12","15-29",NA
"31753","4650","Gloppen","2005M01","15-29",NA
"31754","4650","Gloppen","2005M02","15-29",NA
"31755","4650","Gloppen","2005M03","15-29",NA
"31756","4650","Gloppen","2005M04","15-29",NA
"31757","4650","Gloppen","2005M05","15-29",NA
"31758","4650","Gloppen","2005M06","15-29",NA
"31759","4650","Gloppen","2005M07","15-29",NA
"31760","4650","Gloppen","2005M08","15-29",NA
"31761","4650","Gloppen","2005M09","15-29",NA
"31762","4650","Gloppen","2005M10","15-29",NA
"31763","4650","Gloppen","2005M11","15-29",NA
"31764","4650","Gloppen","2005M12","15-29",NA
"31765","4650","Gloppen","2006M01","15-29",NA
"31766","4650","Gloppen","2006M02","15-29",NA
"31767","4650","Gloppen","2006M03","15-29",NA
"31768","4650","Gloppen","2006M04","15-29",NA
"31769","4650","Gloppen","2006M05","15-29",NA
"31770","4650","Gloppen","2006M06","15-29",NA
"31771","4650","Gloppen","2006M07","15-29",NA
"31772","4650","Gloppen","2006M08","15-29",NA
"31773","4650","Gloppen","2006M09","15-29",NA
"31774","4650","Gloppen","2006M10","15-29",NA
"31775","4650","Gloppen","2006M11","15-29",NA
"31776","4650","Gloppen","2006M12","15-29",NA
"31777","4650","Gloppen","2007M01","15-29",NA
"31778","4650","Gloppen","2007M02","15-29",NA
"31779","4650","Gloppen","2007M03","15-29",NA
"31780","4650","Gloppen","2007M04","15-29",NA
"31781","4650","Gloppen","2007M05","15-29",NA
"31782","4650","Gloppen","2007M06","15-29",NA
"31783","4650","Gloppen","2007M07","15-29",NA
"31784","4650","Gloppen","2007M08","15-29",NA
"31785","4650","Gloppen","2007M09","15-29",NA
"31786","4650","Gloppen","2007M10","15-29",NA
"31787","4650","Gloppen","2007M11","15-29",NA
"31788","4650","Gloppen","2007M12","15-29",NA
"31789","4650","Gloppen","2008M01","15-29",NA
"31790","4650","Gloppen","2008M02","15-29",NA
"31791","4650","Gloppen","2008M03","15-29",NA
"31792","4650","Gloppen","2008M04","15-29",NA
"31793","4650","Gloppen","2008M05","15-29",NA
"31794","4650","Gloppen","2008M06","15-29",NA
"31795","4650","Gloppen","2008M07","15-29",NA
"31796","4650","Gloppen","2008M08","15-29",NA
"31797","4650","Gloppen","2008M09","15-29",NA
"31798","4650","Gloppen","2008M10","15-29",NA
"31799","4650","Gloppen","2008M11","15-29",NA
"31800","4650","Gloppen","2008M12","15-29",NA
"31801","4650","Gloppen","2009M01","15-29",NA
"31802","4650","Gloppen","2009M02","15-29",NA
"31803","4650","Gloppen","2009M03","15-29",NA
"31804","4650","Gloppen","2009M04","15-29",NA
"31805","4650","Gloppen","2009M05","15-29",NA
"31806","4650","Gloppen","2009M06","15-29",NA
"31807","4650","Gloppen","2009M07","15-29",NA
"31808","4650","Gloppen","2009M08","15-29",NA
"31809","4650","Gloppen","2009M09","15-29",NA
"31810","4650","Gloppen","2009M10","15-29",NA
"31811","4650","Gloppen","2009M11","15-29",NA
"31812","4650","Gloppen","2009M12","15-29",NA
"31813","4650","Gloppen","2010M01","15-29",NA
"31814","4650","Gloppen","2010M02","15-29",NA
"31815","4650","Gloppen","2010M03","15-29",NA
"31816","4650","Gloppen","2010M04","15-29",NA
"31817","4650","Gloppen","2010M05","15-29",NA
"31818","4650","Gloppen","2010M06","15-29",NA
"31819","4650","Gloppen","2010M07","15-29",NA
"31820","4650","Gloppen","2010M08","15-29",NA
"31821","4650","Gloppen","2010M09","15-29",NA
"31822","4650","Gloppen","2010M10","15-29",NA
"31823","4650","Gloppen","2010M11","15-29",NA
"31824","4650","Gloppen","2010M12","15-29",NA
"31825","4650","Gloppen","1999M01","30-74",NA
"31826","4650","Gloppen","1999M02","30-74",NA
"31827","4650","Gloppen","1999M03","30-74",NA
"31828","4650","Gloppen","1999M04","30-74",NA
"31829","4650","Gloppen","1999M05","30-74",NA
"31830","4650","Gloppen","1999M06","30-74",NA
"31831","4650","Gloppen","1999M07","30-74",NA
"31832","4650","Gloppen","1999M08","30-74",NA
"31833","4650","Gloppen","1999M09","30-74",NA
"31834","4650","Gloppen","1999M10","30-74",NA
"31835","4650","Gloppen","1999M11","30-74",NA
"31836","4650","Gloppen","1999M12","30-74",NA
"31837","4650","Gloppen","2000M01","30-74",NA
"31838","4650","Gloppen","2000M02","30-74",NA
"31839","4650","Gloppen","2000M03","30-74",NA
"31840","4650","Gloppen","2000M04","30-74",NA
"31841","4650","Gloppen","2000M05","30-74",NA
"31842","4650","Gloppen","2000M06","30-74",NA
"31843","4650","Gloppen","2000M07","30-74",NA
"31844","4650","Gloppen","2000M08","30-74",NA
"31845","4650","Gloppen","2000M09","30-74",NA
"31846","4650","Gloppen","2000M10","30-74",NA
"31847","4650","Gloppen","2000M11","30-74",NA
"31848","4650","Gloppen","2000M12","30-74",NA
"31849","4650","Gloppen","2001M01","30-74",NA
"31850","4650","Gloppen","2001M02","30-74",NA
"31851","4650","Gloppen","2001M03","30-74",NA
"31852","4650","Gloppen","2001M04","30-74",NA
"31853","4650","Gloppen","2001M05","30-74",NA
"31854","4650","Gloppen","2001M06","30-74",NA
"31855","4650","Gloppen","2001M07","30-74",NA
"31856","4650","Gloppen","2001M08","30-74",NA
"31857","4650","Gloppen","2001M09","30-74",NA
"31858","4650","Gloppen","2001M10","30-74",NA
"31859","4650","Gloppen","2001M11","30-74",NA
"31860","4650","Gloppen","2001M12","30-74",NA
"31861","4650","Gloppen","2002M01","30-74",NA
"31862","4650","Gloppen","2002M02","30-74",NA
"31863","4650","Gloppen","2002M03","30-74",NA
"31864","4650","Gloppen","2002M04","30-74",NA
"31865","4650","Gloppen","2002M05","30-74",NA
"31866","4650","Gloppen","2002M06","30-74",NA
"31867","4650","Gloppen","2002M07","30-74",NA
"31868","4650","Gloppen","2002M08","30-74",NA
"31869","4650","Gloppen","2002M09","30-74",NA
"31870","4650","Gloppen","2002M10","30-74",NA
"31871","4650","Gloppen","2002M11","30-74",NA
"31872","4650","Gloppen","2002M12","30-74",NA
"31873","4650","Gloppen","2003M01","30-74",NA
"31874","4650","Gloppen","2003M02","30-74",NA
"31875","4650","Gloppen","2003M03","30-74",NA
"31876","4650","Gloppen","2003M04","30-74",NA
"31877","4650","Gloppen","2003M05","30-74",NA
