"Region","region","Tid","Alder","ledige"
"2947","1111","Sokndal","2004M07","30-74",3.1
"2948","1111","Sokndal","2004M08","30-74",3
"2949","1111","Sokndal","2004M09","30-74",2.4
"2950","1111","Sokndal","2004M10","30-74",2.5
"2951","1111","Sokndal","2004M11","30-74",3
"2952","1111","Sokndal","2004M12","30-74",2.6
"2953","1111","Sokndal","2005M01","30-74",4.8
"2954","1111","Sokndal","2005M02","30-74",3.9
"2955","1111","Sokndal","2005M03","30-74",4.2
"2956","1111","Sokndal","2005M04","30-74",2.8
"2957","1111","Sokndal","2005M05","30-74",2.1
"2958","1111","Sokndal","2005M06","30-74",1.6
"2959","1111","Sokndal","2005M07","30-74",2.1
"2960","1111","Sokndal","2005M08","30-74",2.1
"2961","1111","Sokndal","2005M09","30-74",2
"2962","1111","Sokndal","2005M10","30-74",1.6
"2963","1111","Sokndal","2005M11","30-74",2.1
"2964","1111","Sokndal","2005M12","30-74",2
"2965","1111","Sokndal","2006M01","30-74",2.8
"2966","1111","Sokndal","2006M02","30-74",2.2
"2967","1111","Sokndal","2006M03","30-74",2.1
"2968","1111","Sokndal","2006M04","30-74",1.5
"2969","1111","Sokndal","2006M05","30-74",1.2
"2970","1111","Sokndal","2006M06","30-74",1.3
"2971","1111","Sokndal","2006M07","30-74",1.4
"2972","1111","Sokndal","2006M08","30-74",1.2
"2973","1111","Sokndal","2006M09","30-74",1.3
"2974","1111","Sokndal","2006M10","30-74",0.9
"2975","1111","Sokndal","2006M11","30-74",1.3
"2976","1111","Sokndal","2006M12","30-74",0.9
"2977","1111","Sokndal","2007M01","30-74",1.6
"2978","1111","Sokndal","2007M02","30-74",1.2
"2979","1111","Sokndal","2007M03","30-74",1
"2980","1111","Sokndal","2007M04","30-74",1.1
"2981","1111","Sokndal","2007M05","30-74",0.7
"2982","1111","Sokndal","2007M06","30-74",0.5
"2983","1111","Sokndal","2007M07","30-74",0.8
"2984","1111","Sokndal","2007M08","30-74",0.9
"2985","1111","Sokndal","2007M09","30-74",0.3
"2986","1111","Sokndal","2007M10","30-74",0.3
"2987","1111","Sokndal","2007M11","30-74",0.6
"2988","1111","Sokndal","2007M12","30-74",0.5
"2989","1111","Sokndal","2008M01","30-74",0.8
"2990","1111","Sokndal","2008M02","30-74",0.7
"2991","1111","Sokndal","2008M03","30-74",0.6
"2992","1111","Sokndal","2008M04","30-74",0.5
"2993","1111","Sokndal","2008M05","30-74",0.3
"2994","1111","Sokndal","2008M06","30-74",0.3
"2995","1111","Sokndal","2008M07","30-74",0.8
"2996","1111","Sokndal","2008M08","30-74",0.3
"2997","1111","Sokndal","2008M09","30-74",0.7
"2998","1111","Sokndal","2008M10","30-74",0.6
"2999","1111","Sokndal","2008M11","30-74",0.4
"3000","1111","Sokndal","2008M12","30-74",0.8
"3001","1111","Sokndal","2009M01","30-74",1.7
"3002","1111","Sokndal","2009M02","30-74",2.1
"3003","1111","Sokndal","2009M03","30-74",2.3
"3004","1111","Sokndal","2009M04","30-74",2.2
"3005","1111","Sokndal","2009M05","30-74",1.6
"3006","1111","Sokndal","2009M06","30-74",1.4
"3007","1111","Sokndal","2009M07","30-74",1.9
"3008","1111","Sokndal","2009M08","30-74",1.4
"3009","1111","Sokndal","2009M09","30-74",1.2
"3010","1111","Sokndal","2009M10","30-74",1.3
"3011","1111","Sokndal","2009M11","30-74",1.7
"3012","1111","Sokndal","2009M12","30-74",1.5
"3013","1111","Sokndal","2010M01","30-74",2.8
"3014","1111","Sokndal","2010M02","30-74",2.3
"3015","1111","Sokndal","2010M03","30-74",2.5
"3016","1111","Sokndal","2010M04","30-74",1.7
"3017","1111","Sokndal","2010M05","30-74",1.6
"3018","1111","Sokndal","2010M06","30-74",1.4
"3019","1111","Sokndal","2010M07","30-74",1.5
"3020","1111","Sokndal","2010M08","30-74",1.5
"3021","1111","Sokndal","2010M09","30-74",0.9
"3022","1111","Sokndal","2010M10","30-74",1.3
"3023","1111","Sokndal","2010M11","30-74",1.3
"3024","1111","Sokndal","2010M12","30-74",1.5
"3025","1112","Lund","1999M01","15-74",1
"3026","1112","Lund","1999M02","15-74",1.2
"3027","1112","Lund","1999M03","15-74",0.8
"3028","1112","Lund","1999M04","15-74",0.8
"3029","1112","Lund","1999M05","15-74",0.8
"3030","1112","Lund","1999M06","15-74",0.9
"3031","1112","Lund","1999M07","15-74",1.6
"3032","1112","Lund","1999M08","15-74",1.3
"3033","1112","Lund","1999M09","15-74",0.9
"3034","1112","Lund","1999M10","15-74",0.8
"3035","1112","Lund","1999M11","15-74",1.1
"3036","1112","Lund","1999M12","15-74",0.9
"3037","1112","Lund","2000M01","15-74",1.6
"3038","1112","Lund","2000M02","15-74",1.8
"3039","1112","Lund","2000M03","15-74",1.6
"3040","1112","Lund","2000M04","15-74",1.6
"3041","1112","Lund","2000M05","15-74",1.6
"3042","1112","Lund","2000M06","15-74",2
"3043","1112","Lund","2000M07","15-74",2.3
"3044","1112","Lund","2000M08","15-74",1.9
"3045","1112","Lund","2000M09","15-74",1.5
"3046","1112","Lund","2000M10","15-74",1.4
"3047","1112","Lund","2000M11","15-74",1.6
"3048","1112","Lund","2000M12","15-74",1.8
"3049","1112","Lund","2001M01","15-74",2.1
"3050","1112","Lund","2001M02","15-74",1.7
"3051","1112","Lund","2001M03","15-74",1.5
"3052","1112","Lund","2001M04","15-74",1.1
"3053","1112","Lund","2001M05","15-74",1.3
"3054","1112","Lund","2001M06","15-74",1.5
"3055","1112","Lund","2001M07","15-74",2
"3056","1112","Lund","2001M08","15-74",1.6
"3057","1112","Lund","2001M09","15-74",1.8
"3058","1112","Lund","2001M10","15-74",1.5
"3059","1112","Lund","2001M11","15-74",2.1
"3060","1112","Lund","2001M12","15-74",1.9
"3061","1112","Lund","2002M01","15-74",2.1
"3062","1112","Lund","2002M02","15-74",1.5
"3063","1112","Lund","2002M03","15-74",1.7
"3064","1112","Lund","2002M04","15-74",1.4
"3065","1112","Lund","2002M05","15-74",1.2
"3066","1112","Lund","2002M06","15-74",1.1
"3067","1112","Lund","2002M07","15-74",1.8
"3068","1112","Lund","2002M08","15-74",1.8
"3069","1112","Lund","2002M09","15-74",1.8
"3070","1112","Lund","2002M10","15-74",1.6
"3071","1112","Lund","2002M11","15-74",1.8
"3072","1112","Lund","2002M12","15-74",1.5
"3073","1112","Lund","2003M01","15-74",1.9
"3074","1112","Lund","2003M02","15-74",1.8
"3075","1112","Lund","2003M03","15-74",1.7
"3076","1112","Lund","2003M04","15-74",1.5
"3077","1112","Lund","2003M05","15-74",1.4
"3078","1112","Lund","2003M06","15-74",1.6
"3079","1112","Lund","2003M07","15-74",1.9
"3080","1112","Lund","2003M08","15-74",2.1
"3081","1112","Lund","2003M09","15-74",2.3
"3082","1112","Lund","2003M10","15-74",2.6
"3083","1112","Lund","2003M11","15-74",2.8
"3084","1112","Lund","2003M12","15-74",3
"3085","1112","Lund","2004M01","15-74",5.1
"3086","1112","Lund","2004M02","15-74",3.4
"3087","1112","Lund","2004M03","15-74",2.4
"3088","1112","Lund","2004M04","15-74",1.6
"3089","1112","Lund","2004M05","15-74",2.2
"3090","1112","Lund","2004M06","15-74",1.8
"3091","1112","Lund","2004M07","15-74",2.1
"3092","1112","Lund","2004M08","15-74",2.1
"3093","1112","Lund","2004M09","15-74",2
"3094","1112","Lund","2004M10","15-74",1.3
"3095","1112","Lund","2004M11","15-74",1.7
"3096","1112","Lund","2004M12","15-74",1.7
"3097","1112","Lund","2005M01","15-74",2
"3098","1112","Lund","2005M02","15-74",1.7
"3099","1112","Lund","2005M03","15-74",2
"3100","1112","Lund","2005M04","15-74",1.8
"3101","1112","Lund","2005M05","15-74",1.6
"3102","1112","Lund","2005M06","15-74",1.8
"3103","1112","Lund","2005M07","15-74",1.8
"3104","1112","Lund","2005M08","15-74",2
"3105","1112","Lund","2005M09","15-74",1.3
"3106","1112","Lund","2005M10","15-74",1.5
"3107","1112","Lund","2005M11","15-74",1.5
"3108","1112","Lund","2005M12","15-74",1.4
"3109","1112","Lund","2006M01","15-74",1.1
"3110","1112","Lund","2006M02","15-74",1.2
"3111","1112","Lund","2006M03","15-74",1
"3112","1112","Lund","2006M04","15-74",1.1
"3113","1112","Lund","2006M05","15-74",0.8
"3114","1112","Lund","2006M06","15-74",0.8
"3115","1112","Lund","2006M07","15-74",1.1
"3116","1112","Lund","2006M08","15-74",1.1
"3117","1112","Lund","2006M09","15-74",1
"3118","1112","Lund","2006M10","15-74",0.8
"3119","1112","Lund","2006M11","15-74",0.7
"3120","1112","Lund","2006M12","15-74",0.4
"3121","1112","Lund","2007M01","15-74",0.4
"3122","1112","Lund","2007M02","15-74",0.6
"3123","1112","Lund","2007M03","15-74",0.9
"3124","1112","Lund","2007M04","15-74",0.8
"3125","1112","Lund","2007M05","15-74",0.8
"3126","1112","Lund","2007M06","15-74",0.8
"3127","1112","Lund","2007M07","15-74",1
"3128","1112","Lund","2007M08","15-74",0.7
"3129","1112","Lund","2007M09","15-74",0.4
"3130","1112","Lund","2007M10","15-74",0.4
"3131","1112","Lund","2007M11","15-74",0.4
"3132","1112","Lund","2007M12","15-74",0.6
"3133","1112","Lund","2008M01","15-74",0.4
"3134","1112","Lund","2008M02","15-74",0.4
"3135","1112","Lund","2008M03","15-74",0.7
"3136","1112","Lund","2008M04","15-74",0.5
"3137","1112","Lund","2008M05","15-74",0.6
"3138","1112","Lund","2008M06","15-74",0.8
"3139","1112","Lund","2008M07","15-74",1.1
"3140","1112","Lund","2008M08","15-74",1
"3141","1112","Lund","2008M09","15-74",0.8
"3142","1112","Lund","2008M10","15-74",1.3
"3143","1112","Lund","2008M11","15-74",1.3
"3144","1112","Lund","2008M12","15-74",1.6
"3145","1112","Lund","2009M01","15-74",4
"3146","1112","Lund","2009M02","15-74",4
"3147","1112","Lund","2009M03","15-74",3.3
"3148","1112","Lund","2009M04","15-74",3.7
"3149","1112","Lund","2009M05","15-74",3.2
"3150","1112","Lund","2009M06","15-74",2.3
"3151","1112","Lund","2009M07","15-74",2.1
"3152","1112","Lund","2009M08","15-74",2
"3153","1112","Lund","2009M09","15-74",1.8
"3154","1112","Lund","2009M10","15-74",1.9
"3155","1112","Lund","2009M11","15-74",1.4
"3156","1112","Lund","2009M12","15-74",1.5
"3157","1112","Lund","2010M01","15-74",1.9
"3158","1112","Lund","2010M02","15-74",1.8
"3159","1112","Lund","2010M03","15-74",1.6
"3160","1112","Lund","2010M04","15-74",1.6
"3161","1112","Lund","2010M05","15-74",1.3
"3162","1112","Lund","2010M06","15-74",1.5
"3163","1112","Lund","2010M07","15-74",1.5
"3164","1112","Lund","2010M08","15-74",1.3
"3165","1112","Lund","2010M09","15-74",0.9
"3166","1112","Lund","2010M10","15-74",1.1
"3167","1112","Lund","2010M11","15-74",1.3
"3168","1112","Lund","2010M12","15-74",1.3
"3169","1112","Lund","1999M01","15-29",1.7
"3170","1112","Lund","1999M02","15-29",1.5
"3171","1112","Lund","1999M03","15-29",1.5
"3172","1112","Lund","1999M04","15-29",1.3
"3173","1112","Lund","1999M05","15-29",1.7
"3174","1112","Lund","1999M06","15-29",1.5
"3175","1112","Lund","1999M07","15-29",2.1
"3176","1112","Lund","1999M08","15-29",1.9
"3177","1112","Lund","1999M09","15-29",1.3
"3178","1112","Lund","1999M10","15-29",1.1
"3179","1112","Lund","1999M11","15-29",1.3
"3180","1112","Lund","1999M12","15-29",1.3
"3181","1112","Lund","2000M01","15-29",1.5
"3182","1112","Lund","2000M02","15-29",2.6
"3183","1112","Lund","2000M03","15-29",1.7
"3184","1112","Lund","2000M04","15-29",2
"3185","1112","Lund","2000M05","15-29",2.6
"3186","1112","Lund","2000M06","15-29",3.5
"3187","1112","Lund","2000M07","15-29",3.5
"3188","1112","Lund","2000M08","15-29",2.6
"3189","1112","Lund","2000M09","15-29",1.7
"3190","1112","Lund","2000M10","15-29",2
"3191","1112","Lund","2000M11","15-29",2.2
"3192","1112","Lund","2000M12","15-29",2.4
"3193","1112","Lund","2001M01","15-29",3.1
"3194","1112","Lund","2001M02","15-29",2.9
"3195","1112","Lund","2001M03","15-29",2
"3196","1112","Lund","2001M04","15-29",2
"3197","1112","Lund","2001M05","15-29",2.4
"3198","1112","Lund","2001M06","15-29",2.4
"3199","1112","Lund","2001M07","15-29",3.3
"3200","1112","Lund","2001M08","15-29",2.2
"3201","1112","Lund","2001M09","15-29",2.6
"3202","1112","Lund","2001M10","15-29",1.5
"3203","1112","Lund","2001M11","15-29",3.1
"3204","1112","Lund","2001M12","15-29",2.9
"3205","1112","Lund","2002M01","15-29",3.5
"3206","1112","Lund","2002M02","15-29",2.8
"3207","1112","Lund","2002M03","15-29",3.3
"3208","1112","Lund","2002M04","15-29",2.6
"3209","1112","Lund","2002M05","15-29",2.6
"3210","1112","Lund","2002M06","15-29",2.1
"3211","1112","Lund","2002M07","15-29",3.3
"3212","1112","Lund","2002M08","15-29",3.5
"3213","1112","Lund","2002M09","15-29",3.3
"3214","1112","Lund","2002M10","15-29",2.4
"3215","1112","Lund","2002M11","15-29",3.8
"3216","1112","Lund","2002M12","15-29",2.6
"3217","1112","Lund","2003M01","15-29",3.3
"3218","1112","Lund","2003M02","15-29",2.8
"3219","1112","Lund","2003M03","15-29",2.3
"3220","1112","Lund","2003M04","15-29",1.9
"3221","1112","Lund","2003M05","15-29",2.1
"3222","1112","Lund","2003M06","15-29",1.9
"3223","1112","Lund","2003M07","15-29",2.6
"3224","1112","Lund","2003M08","15-29",4
"3225","1112","Lund","2003M09","15-29",3.5
"3226","1112","Lund","2003M10","15-29",4.7
"3227","1112","Lund","2003M11","15-29",4.9
"3228","1112","Lund","2003M12","15-29",5.2
"3229","1112","Lund","2004M01","15-29",8.6
"3230","1112","Lund","2004M02","15-29",5.5
"3231","1112","Lund","2004M03","15-29",5.8
"3232","1112","Lund","2004M04","15-29",3.5
"3233","1112","Lund","2004M05","15-29",4
"3234","1112","Lund","2004M06","15-29",3.5
"3235","1112","Lund","2004M07","15-29",3.3
"3236","1112","Lund","2004M08","15-29",3.3
"3237","1112","Lund","2004M09","15-29",2.5
"3238","1112","Lund","2004M10","15-29",1.3
"3239","1112","Lund","2004M11","15-29",2.5
"3240","1112","Lund","2004M12","15-29",2.5
"3241","1112","Lund","2005M01","15-29",3.5
"3242","1112","Lund","2005M02","15-29",2.2
"3243","1112","Lund","2005M03","15-29",3
"3244","1112","Lund","2005M04","15-29",3.2
"3245","1112","Lund","2005M05","15-29",2.5
"3246","1112","Lund","2005M06","15-29",3
"3247","1112","Lund","2005M07","15-29",3.2
"3248","1112","Lund","2005M08","15-29",3.2
"3249","1112","Lund","2005M09","15-29",1.7
"3250","1112","Lund","2005M10","15-29",2.2
"3251","1112","Lund","2005M11","15-29",2
"3252","1112","Lund","2005M12","15-29",2.2
"3253","1112","Lund","2006M01","15-29",2.2
"3254","1112","Lund","2006M02","15-29",2.5
"3255","1112","Lund","2006M03","15-29",1.7
"3256","1112","Lund","2006M04","15-29",1.7
"3257","1112","Lund","2006M05","15-29",1.2
"3258","1112","Lund","2006M06","15-29",1.2
"3259","1112","Lund","2006M07","15-29",2
"3260","1112","Lund","2006M08","15-29",1.7
"3261","1112","Lund","2006M09","15-29",2.7
"3262","1112","Lund","2006M10","15-29",1.7
"3263","1112","Lund","2006M11","15-29",1.7
"3264","1112","Lund","2006M12","15-29",1.2
"3265","1112","Lund","2007M01","15-29",0.9
"3266","1112","Lund","2007M02","15-29",1.2
"3267","1112","Lund","2007M03","15-29",1.9
"3268","1112","Lund","2007M04","15-29",1.2
"3269","1112","Lund","2007M05","15-29",0.7
"3270","1112","Lund","2007M06","15-29",0.9
"3271","1112","Lund","2007M07","15-29",1.9
"3272","1112","Lund","2007M08","15-29",0.7
"3273","1112","Lund","2007M09","15-29",0.7
"3274","1112","Lund","2007M10","15-29",0.9
"3275","1112","Lund","2007M11","15-29",0.5
"3276","1112","Lund","2007M12","15-29",0.9
"3277","1112","Lund","2008M01","15-29",0.6
"3278","1112","Lund","2008M02","15-29",0.4
"3279","1112","Lund","2008M03","15-29",0.6
"3280","1112","Lund","2008M04","15-29",0.6
"3281","1112","Lund","2008M05","15-29",0.4
"3282","1112","Lund","2008M06","15-29",1.1
"3283","1112","Lund","2008M07","15-29",1.1
"3284","1112","Lund","2008M08","15-29",0.8
"3285","1112","Lund","2008M09","15-29",1.1
"3286","1112","Lund","2008M10","15-29",1.3
"3287","1112","Lund","2008M11","15-29",1.7
"3288","1112","Lund","2008M12","15-29",1.7
"3289","1112","Lund","2009M01","15-29",4.8
"3290","1112","Lund","2009M02","15-29",5
"3291","1112","Lund","2009M03","15-29",4.6
"3292","1112","Lund","2009M04","15-29",5
"3293","1112","Lund","2009M05","15-29",3.9
"3294","1112","Lund","2009M06","15-29",2.8
"3295","1112","Lund","2009M07","15-29",2.6
"3296","1112","Lund","2009M08","15-29",2.6
"3297","1112","Lund","2009M09","15-29",2.6
"3298","1112","Lund","2009M10","15-29",3.3
"3299","1112","Lund","2009M11","15-29",2.4
"3300","1112","Lund","2009M12","15-29",2.8
"3301","1112","Lund","2010M01","15-29",3.4
"3302","1112","Lund","2010M02","15-29",3.4
"3303","1112","Lund","2010M03","15-29",4
"3304","1112","Lund","2010M04","15-29",3.8
"3305","1112","Lund","2010M05","15-29",2.7
"3306","1112","Lund","2010M06","15-29",2.9
"3307","1112","Lund","2010M07","15-29",2.5
"3308","1112","Lund","2010M08","15-29",2.5
"3309","1112","Lund","2010M09","15-29",1.6
"3310","1112","Lund","2010M10","15-29",1.6
"3311","1112","Lund","2010M11","15-29",1.8
"3312","1112","Lund","2010M12","15-29",1.8
"3313","1112","Lund","1999M01","30-74",0.7
"3314","1112","Lund","1999M02","30-74",1.1
"3315","1112","Lund","1999M03","30-74",0.5
"3316","1112","Lund","1999M04","30-74",0.6
"3317","1112","Lund","1999M05","30-74",0.4
"3318","1112","Lund","1999M06","30-74",0.6
"3319","1112","Lund","1999M07","30-74",1.3
"3320","1112","Lund","1999M08","30-74",1.1
"3321","1112","Lund","1999M09","30-74",0.7
"3322","1112","Lund","1999M10","30-74",0.7
"3323","1112","Lund","1999M11","30-74",1.1
"3324","1112","Lund","1999M12","30-74",0.8
"3325","1112","Lund","2000M01","30-74",1.6
"3326","1112","Lund","2000M02","30-74",1.5
"3327","1112","Lund","2000M03","30-74",1.6
"3328","1112","Lund","2000M04","30-74",1.4
"3329","1112","Lund","2000M05","30-74",1.2
"3330","1112","Lund","2000M06","30-74",1.4
"3331","1112","Lund","2000M07","30-74",1.9
"3332","1112","Lund","2000M08","30-74",1.6
"3333","1112","Lund","2000M09","30-74",1.4
"3334","1112","Lund","2000M10","30-74",1.2
"3335","1112","Lund","2000M11","30-74",1.4
"3336","1112","Lund","2000M12","30-74",1.5
"3337","1112","Lund","2001M01","30-74",1.7
"3338","1112","Lund","2001M02","30-74",1.2
"3339","1112","Lund","2001M03","30-74",1.3
"3340","1112","Lund","2001M04","30-74",0.8
"3341","1112","Lund","2001M05","30-74",0.8
"3342","1112","Lund","2001M06","30-74",1.2
"3343","1112","Lund","2001M07","30-74",1.4
"3344","1112","Lund","2001M08","30-74",1.3
"3345","1112","Lund","2001M09","30-74",1.5
"3346","1112","Lund","2001M10","30-74",1.5
"3347","1112","Lund","2001M11","30-74",1.7
"3348","1112","Lund","2001M12","30-74",1.5
"3349","1112","Lund","2002M01","30-74",1.6
"3350","1112","Lund","2002M02","30-74",1
"3351","1112","Lund","2002M03","30-74",1.1
"3352","1112","Lund","2002M04","30-74",1
"3353","1112","Lund","2002M05","30-74",0.7
"3354","1112","Lund","2002M06","30-74",0.7
"3355","1112","Lund","2002M07","30-74",1.3
"3356","1112","Lund","2002M08","30-74",1.1
"3357","1112","Lund","2002M09","30-74",1.3
"3358","1112","Lund","2002M10","30-74",1.3
"3359","1112","Lund","2002M11","30-74",1
"3360","1112","Lund","2002M12","30-74",1.1
"3361","1112","Lund","2003M01","30-74",1.4
"3362","1112","Lund","2003M02","30-74",1.4
"3363","1112","Lund","2003M03","30-74",1.5
"3364","1112","Lund","2003M04","30-74",1.4
"3365","1112","Lund","2003M05","30-74",1.1
"3366","1112","Lund","2003M06","30-74",1.5
"3367","1112","Lund","2003M07","30-74",1.6
"3368","1112","Lund","2003M08","30-74",1.5
"3369","1112","Lund","2003M09","30-74",1.9
"3370","1112","Lund","2003M10","30-74",1.9
"3371","1112","Lund","2003M11","30-74",2.1
"3372","1112","Lund","2003M12","30-74",2.2
"3373","1112","Lund","2004M01","30-74",3.9
"3374","1112","Lund","2004M02","30-74",2.7
"3375","1112","Lund","2004M03","30-74",1.3
"3376","1112","Lund","2004M04","30-74",0.9
"3377","1112","Lund","2004M05","30-74",1.5
"3378","1112","Lund","2004M06","30-74",1.2
"3379","1112","Lund","2004M07","30-74",1.7
"3380","1112","Lund","2004M08","30-74",1.7
"3381","1112","Lund","2004M09","30-74",1.8
"3382","1112","Lund","2004M10","30-74",1.4
"3383","1112","Lund","2004M11","30-74",1.4
"3384","1112","Lund","2004M12","30-74",1.5
"3385","1112","Lund","2005M01","30-74",1.5
"3386","1112","Lund","2005M02","30-74",1.5
"3387","1112","Lund","2005M03","30-74",1.6
"3388","1112","Lund","2005M04","30-74",1.4
"3389","1112","Lund","2005M05","30-74",1.4
"3390","1112","Lund","2005M06","30-74",1.4
"3391","1112","Lund","2005M07","30-74",1.3
"3392","1112","Lund","2005M08","30-74",1.5
"3393","1112","Lund","2005M09","30-74",1.1
"3394","1112","Lund","2005M10","30-74",1.3
"3395","1112","Lund","2005M11","30-74",1.3
"3396","1112","Lund","2005M12","30-74",1.1
"3397","1112","Lund","2006M01","30-74",0.8
"3398","1112","Lund","2006M02","30-74",0.8
"3399","1112","Lund","2006M03","30-74",0.8
"3400","1112","Lund","2006M04","30-74",0.8
"3401","1112","Lund","2006M05","30-74",0.7
"3402","1112","Lund","2006M06","30-74",0.7
"3403","1112","Lund","2006M07","30-74",0.8
"3404","1112","Lund","2006M08","30-74",0.8
"3405","1112","Lund","2006M09","30-74",0.4
"3406","1112","Lund","2006M10","30-74",0.4
"3407","1112","Lund","2006M11","30-74",0.3
"3408","1112","Lund","2006M12","30-74",0.1
"3409","1112","Lund","2007M01","30-74",0.3
"3410","1112","Lund","2007M02","30-74",0.4
"3411","1112","Lund","2007M03","30-74",0.5
"3412","1112","Lund","2007M04","30-74",0.7
"3413","1112","Lund","2007M05","30-74",0.8
"3414","1112","Lund","2007M06","30-74",0.8
"3415","1112","Lund","2007M07","30-74",0.7
"3416","1112","Lund","2007M08","30-74",0.7
"3417","1112","Lund","2007M09","30-74",0.3
"3418","1112","Lund","2007M10","30-74",0.3
"3419","1112","Lund","2007M11","30-74",0.4
"3420","1112","Lund","2007M12","30-74",0.4
"3421","1112","Lund","2008M01","30-74",0.3
"3422","1112","Lund","2008M02","30-74",0.3
"3423","1112","Lund","2008M03","30-74",0.7
"3424","1112","Lund","2008M04","30-74",0.4
"3425","1112","Lund","2008M05","30-74",0.7
"3426","1112","Lund","2008M06","30-74",0.8
"3427","1112","Lund","2008M07","30-74",1.1
"3428","1112","Lund","2008M08","30-74",1
"3429","1112","Lund","2008M09","30-74",0.7
"3430","1112","Lund","2008M10","30-74",1.3
"3431","1112","Lund","2008M11","30-74",1.2
"3432","1112","Lund","2008M12","30-74",1.6
"3433","1112","Lund","2009M01","30-74",3.8
"3434","1112","Lund","2009M02","30-74",3.6
"3435","1112","Lund","2009M03","30-74",2.8
"3436","1112","Lund","2009M04","30-74",3.2
"3437","1112","Lund","2009M05","30-74",2.9
"3438","1112","Lund","2009M06","30-74",2.1
"3439","1112","Lund","2009M07","30-74",1.9
"3440","1112","Lund","2009M08","30-74",1.8
"3441","1112","Lund","2009M09","30-74",1.6
"3442","1112","Lund","2009M10","30-74",1.4
"3443","1112","Lund","2009M11","30-74",1.1
"3444","1112","Lund","2009M12","30-74",1
"3445","1112","Lund","2010M01","30-74",1.3
"3446","1112","Lund","2010M02","30-74",1.2
"3447","1112","Lund","2010M03","30-74",0.7
"3448","1112","Lund","2010M04","30-74",0.7
"3449","1112","Lund","2010M05","30-74",0.8
"3450","1112","Lund","2010M06","30-74",0.9
"3451","1112","Lund","2010M07","30-74",1.2
"3452","1112","Lund","2010M08","30-74",0.8
"3453","1112","Lund","2010M09","30-74",0.7
"3454","1112","Lund","2010M10","30-74",0.9
"3455","1112","Lund","2010M11","30-74",1.2
"3456","1112","Lund","2010M12","30-74",1.2
"3457","1114","Bjerkreim","1999M01","15-74",0.8
"3458","1114","Bjerkreim","1999M02","15-74",1.4
"3459","1114","Bjerkreim","1999M03","15-74",0.8
"3460","1114","Bjerkreim","1999M04","15-74",1.1
"3461","1114","Bjerkreim","1999M05","15-74",0.7
"3462","1114","Bjerkreim","1999M06","15-74",0.8
"3463","1114","Bjerkreim","1999M07","15-74",0.8
"3464","1114","Bjerkreim","1999M08","15-74",0.9
"3465","1114","Bjerkreim","1999M09","15-74",1
"3466","1114","Bjerkreim","1999M10","15-74",0.4
"3467","1114","Bjerkreim","1999M11","15-74",0.6
"3468","1114","Bjerkreim","1999M12","15-74",0.9
"3469","1114","Bjerkreim","2000M01","15-74",1.4
"3470","1114","Bjerkreim","2000M02","15-74",1.3
"3471","1114","Bjerkreim","2000M03","15-74",1
"3472","1114","Bjerkreim","2000M04","15-74",1
"3473","1114","Bjerkreim","2000M05","15-74",1.1
"3474","1114","Bjerkreim","2000M06","15-74",1.7
"3475","1114","Bjerkreim","2000M07","15-74",1.4
"3476","1114","Bjerkreim","2000M08","15-74",1.7
"3477","1114","Bjerkreim","2000M09","15-74",1.5
"3478","1114","Bjerkreim","2000M10","15-74",1.4
"3479","1114","Bjerkreim","2000M11","15-74",1.5
"3480","1114","Bjerkreim","2000M12","15-74",1.4
"3481","1114","Bjerkreim","2001M01","15-74",1.4
"3482","1114","Bjerkreim","2001M02","15-74",1.4
"3483","1114","Bjerkreim","2001M03","15-74",1.1
"3484","1114","Bjerkreim","2001M04","15-74",1.2
"3485","1114","Bjerkreim","2001M05","15-74",1.1
"3486","1114","Bjerkreim","2001M06","15-74",1.3
"3487","1114","Bjerkreim","2001M07","15-74",1.5
"3488","1114","Bjerkreim","2001M08","15-74",1.2
"3489","1114","Bjerkreim","2001M09","15-74",1.3
"3490","1114","Bjerkreim","2001M10","15-74",1.1
"3491","1114","Bjerkreim","2001M11","15-74",1.3
"3492","1114","Bjerkreim","2001M12","15-74",1.2
"3493","1114","Bjerkreim","2002M01","15-74",1.3
"3494","1114","Bjerkreim","2002M02","15-74",1.1
"3495","1114","Bjerkreim","2002M03","15-74",1.2
"3496","1114","Bjerkreim","2002M04","15-74",1.1
"3497","1114","Bjerkreim","2002M05","15-74",1.1
"3498","1114","Bjerkreim","2002M06","15-74",1.1
"3499","1114","Bjerkreim","2002M07","15-74",1.1
"3500","1114","Bjerkreim","2002M08","15-74",1.5
"3501","1114","Bjerkreim","2002M09","15-74",1.2
"3502","1114","Bjerkreim","2002M10","15-74",1.4
"3503","1114","Bjerkreim","2002M11","15-74",1.7
"3504","1114","Bjerkreim","2002M12","15-74",1.8
"3505","1114","Bjerkreim","2003M01","15-74",2.6
"3506","1114","Bjerkreim","2003M02","15-74",1.7
"3507","1114","Bjerkreim","2003M03","15-74",1
"3508","1114","Bjerkreim","2003M04","15-74",1.7
"3509","1114","Bjerkreim","2003M05","15-74",1.4
"3510","1114","Bjerkreim","2003M06","15-74",1.7
"3511","1114","Bjerkreim","2003M07","15-74",1.3
"3512","1114","Bjerkreim","2003M08","15-74",2
"3513","1114","Bjerkreim","2003M09","15-74",1.6
"3514","1114","Bjerkreim","2003M10","15-74",1.7
"3515","1114","Bjerkreim","2003M11","15-74",1.9
